siteengname	SO2 Average 	Maximum	X	Y	Months 	  Month/Year
Taoyuan	1.97	10.6	121.3050053	24.9947107	13	
Dayuan	1.71	7	121.2025147	25.06100357	13	
Guanyin	1.74	4.8	121.0828309	25.03556747	13	
Pingzhen	0.38	3.9	121.203986	24.952786	13	
Longtan	3.28	14.3	121.2164577	24.86400048	13	
Hukou	3.24	47.5	121.0388689	24.90009696	13	
Zhudong	1.64	7.1	121.0889549	24.74091408	13	
Hsinchu	2.6	13	120.9723675	24.8056356	13	
Toufen	2.2	9.8	120.8986929	24.69690679	13	
Miaoli	2.27	9.8	120.8201147	24.56499183	13	
Sanyi	2.07	6.4	120.7595675	24.38248443	13	
Fengyuan	1.91	6.5	120.7425241	24.25699731	13	
Shalu	1.66	5.5	120.568794	24.225628	13	
Dali	2	4.8	120.6784444	24.09961111	13	
Zhongming	2.25	7.5	120.641092	24.151958	13	
Xitun	2.11	9.9	120.616917	24.162197	13	
Changhua	2.02	5.6	120.541519	24.066	13	
Xianxi	2.35	9.9	120.469061	24.131672	13	
Erlin	3.29	10.2	120.409653	23.925175	13	
Nantou	2.12	10.8	120.685306	23.913	13	
Douliu	1.56	17.3	120.544994	23.711853	13	
Lunbei	1.88	6	120.348742	23.757547	13	
Xingang	2.35	5.9	120.345531	23.554839	13	
Puzi	1.54	4.8	120.2478	23.46538	13	
Taixi	2.26	19.4	120.1993333	23.702175	13	
Chiayi	3.84	11.8	120.4412515	23.46477865	13	
Xinying	2.91	10.9	120.31725	23.305633	13	
Shanhua			120.2974053	23.11337642	13	
Annan	2.79	6.9	120.2175	23.048197	13	
Tainan	1.78	10.1	120.22085	22.99123	13	
Meinong	2.16	7.3	120.530542	22.883583	13	
Qiaotou	0.99	30.4	120.305689	22.757506	13	
Renwu	2.43	17.6	120.332631	22.689056	13	
Fengshan	2.35	16.6	120.357422	22.628126	13	
Daliao		6.9	120.425311	22.56413611	13	
Linyuan	2.01	7.3	120.41175	22.4795	13	
Nanzi	2.27	5.8	120.328289	22.733667	13	
Zuoying	2.5	9.7	120.292917	22.674861	13	
Qianjin	1.84	7.3	120.2867611	22.63390278	13	
Qianzhen	2.51	9.4	120.3083336	22.6044507	13	
Xiaogang	1.73	6.7	120.337736	22.565833	13	
Pingtung	2.98	16.5	120.488033	22.673081	13	
Chaozhou	2.33	7.2	120.561175	22.523108	13	
Hengchun	2.07	7.4	120.788928	21.958069	13	
Taitung	2.51	7.4	121.15045	22.755358	13	
Hualien	2.56	10.5	121.599769	23.971306	13	
Yangming	3.1	18.4	121.529583	25.182722	13	
Yilan	3.56	14.9	121.746394	24.747917	13	
Dongshan	2.32	9.2	121.792928	24.632203	13	
Sanchong	2.23	11.7	121.493806	25.072611	13	
Zhongli	2.72	14.6	121.221667	24.953278	13	
Zhushan	1.95	8.1	120.677306	23.756389	13	
Yonghe	1	3.3	121.516306	25.017	13	
Fuxing	2.2	11.7	120.312017	22.608711	13	
Puli	1.52	6.6	120.967903	23.968842	13	
Matsu	1.6	5.5	119.9314938	26.15188416	13	
Kinmen	1.18	4	118.312256	24.432133	13	
Magong	1.05	2.4	119.566158	23.569031	13	
Guanshan	1.24	3.9	121.161933	23.045083	13	
Mailiao	1.52	4.6	120.251825	23.753506	13	
FugueiCape	2.11	9.2	121.5365689	25.29681695	13	
Dacheng	2.92	6.7	120.2696417	23.85493056	13	
Keelung	1.97	9.2	121.760056	25.129167	14	March
Xizhi	1.37	5.6	121.64081	25.06624	14	
Wanli	2.31	9.2	121.689881	25.179667	14	
Xindian	2.01	6.1	121.537778	24.977222	14	
Tucheng	2.73	10.9	121.451861	24.982528	14	
Banqiao	2.27	9.4	121.458667	25.012972	14	
Xinzhuang	1.93	11.1	121.4325	25.037972	14	
Cailiao	2.55	17.2	121.481028	25.06895	14	
Linkou	2.7	17.7	121.3654898	25.07798949	14	
Tamsui	2.14	10.7	121.449239	25.1645	14	
Shilin	2.34	14	121.5166636	25.10334003	14	
Zhongshan	2.16	9.2	121.526528	25.062361	14	
Wanhua	3	9.1	121.507972	25.046503	14	
Guting	2.12	8.1	121.529556	25.020608	14	
Songshan	1.88	10.2	121.578611	25.05	14	
Datong	2.8	18.1	121.5134207	25.06331455	14	
Taoyuan	2.59	9.3	121.3050053	24.9947107	14	
Dayuan	1.71	11.9	121.2025147	25.06100357	14	
Guanyin	1.54	4.9	121.0828309	25.03556747	14	
Pingzhen	0.27	2.8	121.203986	24.952786	14	
Longtan	2.9	11.9	121.2164577	24.86400048	14	
Hukou	3.8	69.8	121.0388689	24.90009696	14	
Zhudong	1.67	4.2	121.0889549	24.74091408	14	
Hsinchu	2.71	12.3	120.9723675	24.8056356	14	
Toufen	2.29	6.1	120.8986929	24.69690679	14	
Miaoli	2.29	6	120.8201147	24.56499183	14	
Sanyi	2.01	7.7	120.7595675	24.38248443	14	
Fengyuan	2.74	5.9	120.7425241	24.25699731	14	
Shalu		7.2	120.568794	24.225628	14	
Dali	2.08	7.3	120.6784444	24.09961111	14	
Zhongming	2.74	7.4	120.641092	24.151958	14	
Xitun	1.93	5.9	120.616917	24.162197	14	
Changhua	1.95	7.2	120.541519	24.066	14	
Xianxi	1.78	14	120.469061	24.131672	14	
Erlin		8	120.409653	23.925175	14	
Nantou	2.18	14.8	120.685306	23.913	14	
Douliu	1.5	13.7	120.544994	23.711853	14	
Lunbei	2.39	6.9	120.348742	23.757547	14	
Xingang	2.54	8.6	120.345531	23.554839	14	
Puzi	1.55	3.3	120.2478	23.46538	14	
Taixi	2.41	17.7	120.1993333	23.702175	14	
Chiayi	4.08	13.9	120.4412515	23.46477865	14	
Xinying	4.2	13.8	120.31725	23.305633	14	
Shanhua		13.6	120.2974053	23.11337642	14	
Annan	2.99	8.9	120.2175	23.048197	14	
Tainan	2.23	7.8	120.22085	22.99123	14	
Meinong	2.3	9.6	120.530542	22.883583	14	
Qiaotou	1.06	6.6	120.305689	22.757506	14	
Renwu	2.55	17.6	120.332631	22.689056	14	
Fengshan	2.33	15.6	120.357422	22.628126	14	
Daliao	1.42	6.3	120.425311	22.56413611	14	
Linyuan	1.91	5.1	120.41175	22.4795	14	
Nanzi	2.5	6.3	120.328289	22.733667	14	
Zuoying	2.79	7.8	120.292917	22.674861	14	
Qianjin	2.19	7.1	120.2867611	22.63390278	14	
Qianzhen	2.57	16.9	120.3083336	22.6044507	14	
Xiaogang	1.85	6.4	120.337736	22.565833	14	
Pingtung	3.37	10.2	120.488033	22.673081	14	
Chaozhou	2.47	12.1	120.561175	22.523108	14	
Hengchun	2.31	10.2	120.788928	21.958069	14	
Taitung	2.98	8.6	121.15045	22.755358	14	
Hualien	2.72	14.6	121.599769	23.971306	14	
Yangming	4.42	27.7	121.529583	25.182722	14	
Yilan	3.85	15.2	121.746394	24.747917	14	
Dongshan	2.41	14.4	121.792928	24.632203	14	
Sanchong	2.45	16.2	121.493806	25.072611	14	
Zhongli	3.13	22.8	121.221667	24.953278	14	
Zhushan	2.49	10.7	120.677306	23.756389	14	
Yonghe	0.98	2.5	121.516306	25.017	14	
Fuxing	2.25	14.1	120.312017	22.608711	14	
Puli	1.55	7.9	120.967903	23.968842	14	
Matsu	1.75	12	119.9314938	26.15188416	14	
Kinmen	1.36	5.9	118.312256	24.432133	14	
Magong	0.7	2.5	119.566158	23.569031	14	
Guanshan	1.15	2.7	121.161933	23.045083	14	
Mailiao	1.56	4	120.251825	23.753506	14	
FugueiCape	2.73	11.5	121.5365689	25.29681695	14	
Dacheng	2.65	40.9	120.2696417	23.85493056	14	
Keelung	1.63	5.2	121.760056	25.129167	15	Apr
Xizhi	1.38	4.6	121.64081	25.06624	15	
Wanli	1.62	8.7	121.689881	25.179667	15	
Xindian	2.01	5.9	121.537778	24.977222	15	
Tucheng	2.31	8.6	121.451861	24.982528	15	
Banqiao	1.76	7.4	121.458667	25.012972	15	
Xinzhuang	1.52	8	121.4325	25.037972	15	
Cailiao	2.04	10.5	121.481028	25.06895	15	
Linkou	2.75	26.4	121.3654898	25.07798949	15	
Tamsui	2.14	6.8	121.449239	25.1645	15	
Shilin	2.02	26.3	121.5166636	25.10334003	15	
Zhongshan	1.82	10.2	121.526528	25.062361	15	
Wanhua	2.63	9.4	121.507972	25.046503	15	
Guting	1.84	11.5	121.529556	25.020608	15	
Songshan	2.04	50.7	121.578611	25.05	15	
Datong	2.39	10.6	121.5134207	25.06331455	15	
Taoyuan	2.53	8.5	121.3050053	24.9947107	15	
Dayuan	1.62	6.5	121.2025147	25.06100357	15	
Guanyin	1.67	5.3	121.0828309	25.03556747	15	
Pingzhen	0.23	5.8	121.203986	24.952786	15	
Longtan	3.15	8.8	121.2164577	24.86400048	15	
Hukou	3.48	49.7	121.0388689	24.90009696	15	
Zhudong	1.66	4.9	121.0889549	24.74091408	15	
Hsinchu	2.73	9.5	120.9723675	24.8056356	15	
Toufen	2.29	6.3	120.8986929	24.69690679	15	
Miaoli	2.38	7.6	120.8201147	24.56499183	15	
Sanyi	1.85	5.2	120.7595675	24.38248443	15	
Fengyuan	2.23	5	120.7425241	24.25699731	15	
Shalu	1.39	6.1	120.568794	24.225628	15	
Dali	2.18	5.7	120.6784444	24.09961111	15	
Zhongming	2.53	9.1	120.641092	24.151958	15	
Xitun	1.96	7.2	120.616917	24.162197	15	
Changhua	1.84	6.9	120.541519	24.066	15	
Xianxi	2.09	11.1	120.469061	24.131672	15	
Erlin		0	120.409653	23.925175	15	
Nantou	2.08	13.8	120.685306	23.913	15	
Douliu	1.81	15.8	120.544994	23.711853	15	
Lunbei	3.21	7.6	120.348742	23.757547	15	
Xingang	2.77	12.2	120.345531	23.554839	15	
Puzi	1.5	3.4	120.2478	23.46538	15	
Taixi	2.14	12.2	120.1993333	23.702175	15	
Chiayi	4.04	19.1	120.4412515	23.46477865	15	
Xinying	5.23	16.2	120.31725	23.305633	15	
Shanhua	1.94	10.3	120.2974053	23.11337642	15	
Annan	3.12	8.7	120.2175	23.048197	15	
Tainan	2.5	9.3	120.22085	22.99123	15	
Meinong	2.65	9.1	120.530542	22.883583	15	
Qiaotou	1.35	10.5	120.305689	22.757506	15	
Renwu	2.82	15.6	120.332631	22.689056	15	
Fengshan	2.54	12.9	120.357422	22.628126	15	
Daliao	1.58	7	120.425311	22.56413611	15	
Linyuan	2.08	7.7	120.41175	22.4795	15	
Nanzi	2.67	6.5	120.328289	22.733667	15	
Zuoying	2.71	6.9	120.292917	22.674861	15	
Qianjin	2.38	7.9	120.2867611	22.63390278	15	
Qianzhen	2.94	101.3	120.3083336	22.6044507	15	
Xiaogang	1.82	6.1	120.337736	22.565833	15	
Pingtung	3.08	39.6	120.488033	22.673081	15	
Chaozhou	2.39	10.6	120.561175	22.523108	15	
Hengchun	2.24	24.1	120.788928	21.958069	15	
Taitung	2.91	14.3	121.15045	22.755358	15	
Hualien	2.74	16.4	121.599769	23.971306	15	
Yangming	3.67	22.8	121.529583	25.182722	15	
Yilan	3.92	76.2	121.746394	24.747917	15	
Dongshan	2.41	22.5	121.792928	24.632203	15	
Sanchong	2.62	93.7	121.493806	25.072611	15	
Zhongli	2.62	20.4	121.221667	24.953278	15	
Zhushan	2.34	11.5	120.677306	23.756389	15	
Yonghe	1.34	3.7	121.516306	25.017	15	
Fuxing	1.56	17.4	120.312017	22.608711	15	
Puli	2.02	9.6	120.967903	23.968842	15	
Matsu	1.72	6.9	119.9314938	26.15188416	15	
Kinmen	1.4	5.4	118.312256	24.432133	15	
Magong	1.16	2.7	119.566158	23.569031	15	
Guanshan	1.16	3.8	121.161933	23.045083	15	
Mailiao	1.31	3.4	120.251825	23.753506	15	
FugueiCape	2.89	11.7	121.5365689	25.29681695	15	
Dacheng	2.78	14	120.2696417	23.85493056	15	
Keelung	2.36	8.8	121.760056	25.129167	16	May
Xizhi	1.56	4.6	121.64081	25.06624	16	
Wanli	2.16	15.5	121.689881	25.179667	16	
Xindian	2.68	6	121.537778	24.977222	16	
Tucheng	2.69	7.2	121.451861	24.982528	16	
Banqiao	2.31	7.5	121.458667	25.012972	16	
Xinzhuang	2	9.6	121.4325	25.037972	16	
Cailiao	2.8	15.5	121.481028	25.06895	16	
Linkou	3.25	13.4	121.3654898	25.07798949	16	
Tamsui	2.86	8.2	121.449239	25.1645	16	
Shilin	2.71	19.2	121.5166636	25.10334003	16	
Zhongshan	2.43	10.2	121.526528	25.062361	16	
Wanhua	3.19	10.9	121.507972	25.046503	16	
Guting	2.19	9.9	121.529556	25.020608	16	
Songshan	2.17	7.5	121.578611	25.05	16	
Datong	3.41	25.3	121.5134207	25.06331455	16	
Taoyuan	3.11	7.4	121.3050053	24.9947107	16	
Dayuan	2.15	12.9	121.2025147	25.06100357	16	
Guanyin	2.03	5.3	121.0828309	25.03556747	16	
Pingzhen	0.45	2.7	121.203986	24.952786	16	
Longtan	2.81	13	121.2164577	24.86400048	16	
Hukou	3.9	35.8	121.0388689	24.90009696	16	
Zhudong	1.94	4.8	121.0889549	24.74091408	16	
Hsinchu	2.67	8.8	120.9723675	24.8056356	16	
Toufen	2.29	15.3	120.8986929	24.69690679	16	
Miaoli	2.59	6.1	120.8201147	24.56499183	16	
Sanyi	2.21	6.2	120.7595675	24.38248443	16	
Fengyuan	2.29	5.9	120.7425241	24.25699731	16	
Shalu	1.11	3.7	120.568794	24.225628	16	
Dali	2.92	8.8	120.6784444	24.09961111	16	
Zhongming	2.51	6.7	120.641092	24.151958	16	
Xitun	2.51	11.3	120.616917	24.162197	16	
Changhua	2.4	13.7	120.541519	24.066	16	
Xianxi	2.01	7.6	120.469061	24.131672	16	
Erlin	2.57	7.4	120.409653	23.925175	16	
Nantou	4.01	10.6	120.685306	23.913	16	
Douliu	1.94	12.5	120.544994	23.711853	16	
Lunbei	2.87	8.1	120.348742	23.757547	16	
Xingang	2.78	9	120.345531	23.554839	16	
Puzi	1.44	4.1	120.2478	23.46538	16	
Taixi	1.17	13.9	120.1993333	23.702175	16	
Chiayi	4.68	18.8	120.4412515	23.46477865	16	
Xinying	1.57	27.1	120.31725	23.305633	16	
Shanhua	1.72	7.7	120.2974053	23.11337642	16	
Annan	2.68	8.8	120.2175	23.048197	16	
Tainan	2.27	8.1	120.22085	22.99123	16	
Meinong	1.88	7.7	120.530542	22.883583	16	
Qiaotou	0.71	5.1	120.305689	22.757506	16	
Renwu	1.85	5.3	120.332631	22.689056	16	
Fengshan	2.12	9.4	120.357422	22.628126	16	
Daliao	1.4	26.4	120.425311	22.56413611	16	
Linyuan	2.1	7.6	120.41175	22.4795	16	
Nanzi	2.38	7.1	120.328289	22.733667	16	
Zuoying	2.71	7.7	120.292917	22.674861	16	
Qianjin	2.19	27.3	120.2867611	22.63390278	16	
Qianzhen	2.68	9.7	120.3083336	22.6044507	16	
Xiaogang	1.99	5.8	120.337736	22.565833	16	
Pingtung	2.57	17.3	120.488033	22.673081	16	
Chaozhou	2.34	8.9	120.561175	22.523108	16	
Hengchun	2.5	12.6	120.788928	21.958069	16	
Taitung	2.9	11.2	121.15045	22.755358	16	
Hualien	2.81	13	121.599769	23.971306	16	
Yangming	2.79	18.8	121.529583	25.182722	16	
Yilan	3.82	41.9	121.746394	24.747917	16	
Dongshan	2.22	8.4	121.792928	24.632203	16	
Sanchong	2.27	11.4	121.493806	25.072611	16	
Zhongli	1.86	10.4	121.221667	24.953278	16	
Zhushan	2.35	10.4	120.677306	23.756389	16	
Yonghe	1.27	2.4	121.516306	25.017	16	
Fuxing	0.91	20.6	120.312017	22.608711	16	
Puli	2.43	12.4	120.967903	23.968842	16	
Matsu	2.23	55.2	119.9314938	26.15188416	16	
Kinmen	1.24	9.1	118.312256	24.432133	16	
Magong	1.38	15.8	119.566158	23.569031	16	
Guanshan	1.23	2.8	121.161933	23.045083	16	
Mailiao	1.81	4.4	120.251825	23.753506	16	
FugueiCape	2.74	15.7	121.5365689	25.29681695	16	
Dacheng	3.08	7.1	120.2696417	23.85493056	16	
Keelung	2.29	8.4	121.760056	25.129167	17	June
Xizhi	1.41	3.5	121.64081	25.06624	17	
Wanli	2.15	7.8	121.689881	25.179667	17	
Xindian	2.54	6.8	121.537778	24.977222	17	
Tucheng	2.38	8.4	121.451861	24.982528	17	
Banqiao	2.14	10.7	121.458667	25.012972	17	
Xinzhuang	1.55	14.1	121.4325	25.037972	17	
Cailiao	2.73	13.9	121.481028	25.06895	17	
Linkou	3	10.5	121.3654898	25.07798949	17	
Tamsui	2.74	7.7	121.449239	25.1645	17	
Shilin	2.03	18.6	121.5166636	25.10334003	17	
Zhongshan	1.79	6.9	121.526528	25.062361	17	
Wanhua	3	7.6	121.507972	25.046503	17	
Guting	2.04	6.2	121.529556	25.020608	17	
Songshan	1.89	5.6	121.578611	25.05	17	
Datong	3.38	17.2	121.5134207	25.06331455	17	
Taoyuan	2.92	6.1	121.3050053	24.9947107	17	
Dayuan	2.03	5.7	121.2025147	25.06100357	17	
Guanyin	2.05	4.6	121.0828309	25.03556747	17	
Pingzhen	0.42	2.6	121.203986	24.952786	17	
Longtan	2.45	10.9	121.2164577	24.86400048	17	
Hukou	2.53	21.7	121.0388689	24.90009696	17	
Zhudong	1.62	5	121.0889549	24.74091408	17	
Hsinchu	2.72	9.4	120.9723675	24.8056356	17	
Toufen	2.02	4.3	120.8986929	24.69690679	17	
Miaoli	2.33	5.2	120.8201147	24.56499183	17	
Sanyi	1.65	4.6	120.7595675	24.38248443	17	
Fengyuan	2.16	4.7	120.7425241	24.25699731	17	
Shalu	0.88	3.4	120.568794	24.225628	17	
Dali	2.19	7.8	120.6784444	24.09961111	17	
Zhongming	2.09	6.6	120.641092	24.151958	17	
Xitun	2.21	19.1	120.616917	24.162197	17	
Changhua	1.82	11.6	120.541519	24.066	17	
Xianxi	1.43	6.7	120.469061	24.131672	17	
Erlin	2.03	6.6	120.409653	23.925175	17	
Nantou	3.81	9.1	120.685306	23.913	17	
Douliu	1.53	7.8	120.544994	23.711853	17	
Lunbei	0.83	3.3	120.348742	23.757547	17	
Xingang	1.44	3.8	120.345531	23.554839	17	
Puzi	1.35	3.3	120.2478	23.46538	17	
Taixi	1.1	9.3	120.1993333	23.702175	17	
Chiayi	4.68	19.6	120.4412515	23.46477865	17	
Xinying	1.46	4.5	120.31725	23.305633	17	
Shanhua	1.34	8	120.2974053	23.11337642	17	
Annan	2.43	6.1	120.2175	23.048197	17	
Tainan	2.24	9.2	120.22085	22.99123	17	
Meinong	1.76	5.1	120.530542	22.883583	17	
Qiaotou	0.8	4.9	120.305689	22.757506	17	
Renwu	1.46	5.9	120.332631	22.689056	17	
Fengshan	1.49	13.5	120.357422	22.628126	17	
Daliao	1.2	3.7	120.425311	22.56413611	17	
Linyuan	1.71	6	120.41175	22.4795	17	
Nanzi	1.99	7.1	120.328289	22.733667	17	
Zuoying	2.31	8.3	120.292917	22.674861	17	
Qianjin	2.11	6.6	120.2867611	22.63390278	17	
Qianzhen	2.27	10.4	120.3083336	22.6044507	17	
Xiaogang	2.44	5	120.337736	22.565833	17	
Pingtung	1.62	16.3	120.488033	22.673081	17	
Chaozhou	1.78	6.9	120.561175	22.523108	17	
Hengchun	1.58	9.6	120.788928	21.958069	17	
Taitung	2.66	9.4	121.15045	22.755358	17	
Hualien	2.28	13.3	121.599769	23.971306	17	
Yangming	3.27	16.4	121.529583	25.182722	17	
Yilan	3.45	15.8	121.746394	24.747917	17	
Dongshan	2.14	7.5	121.792928	24.632203	17	
Sanchong	1.89	10.1	121.493806	25.072611	17	
Zhongli	1.82	12.8	121.221667	24.953278	17	
Zhushan	2.08	9.9	120.677306	23.756389	17	
Yonghe	1.19	2.8	121.516306	25.017	17	
Fuxing	0.37	4.1	120.312017	22.608711	17	
Puli	1.84	8.8	120.967903	23.968842	17	
Matsu	1.93	6.5	119.9314938	26.15188416	17	
Kinmen	1.11	7.8	118.312256	24.432133	17	
Magong	1.32	2.5	119.566158	23.569031	17	
Guanshan	1.13	2.5	121.161933	23.045083	17	
Mailiao	1.58	5.2	120.251825	23.753506	17	
FugueiCape	2.69	13.5	121.5365689	25.29681695	17	
Dacheng	3.34	9.7	120.2696417	23.85493056	17	
Keelung	1.49	6.6	121.760056	25.129167	18	July
Xizhi	1.02	3.3	121.64081	25.06624	18	
Wanli	1.34	11.2	121.689881	25.179667	18	
Xindian	1.24	5.1	121.537778	24.977222	18	
Tucheng	1.77	6.6	121.451861	24.982528	18	
Banqiao	1.28	14.4	121.458667	25.012972	18	
Xinzhuang	1.1	8.4	121.4325	25.037972	18	
Cailiao	1.51	12.2	121.481028	25.06895	18	
Linkou	1.49	12.2	121.3654898	25.07798949	18	
Tamsui	1.5	7.2	121.449239	25.1645	18	
Shilin	1.59	13.7	121.5166636	25.10334003	18	
Zhongshan	1.16	8.5	121.526528	25.062361	18	
Wanhua	1.73	8.6	121.507972	25.046503	18	
Guting	1.27	5.6	121.529556	25.020608	18	
Songshan	1.3	8.2	121.578611	25.05	18	
Datong	1.91	16.9	121.5134207	25.06331455	18	
Taoyuan	1.21	8	121.3050053	24.9947107	18	
Dayuan	1.34	6.8	121.2025147	25.06100357	18	
Guanyin	1.16	4.1	121.0828309	25.03556747	18	
Pingzhen	0.54	3.5	121.203986	24.952786	18	
Longtan	1.49	9.3	121.2164577	24.86400048	18	
Hukou	1.54	13.8	121.0388689	24.90009696	18	
Zhudong	0.84	4.8	121.0889549	24.74091408	18	
Hsinchu	1.98	8.8	120.9723675	24.8056356	18	
Toufen	1.57	4.7	120.8986929	24.69690679	18	
Miaoli	1.53	8.3	120.8201147	24.56499183	18	
Sanyi	1.36	5.1	120.7595675	24.38248443	18	
Fengyuan	1.56	4.9	120.7425241	24.25699731	18	
Shalu	0.81	3.7	120.568794	24.225628	18	
Dali	1.85	6.2	120.6784444	24.09961111	18	
Zhongming	1.42	4.9	120.641092	24.151958	18	
Xitun	2.44	9.3	120.616917	24.162197	18	
Changhua	1.52	7.7	120.541519	24.066	18	
Xianxi	1.63	10.1	120.469061	24.131672	18	
Erlin	1.68	6.7	120.409653	23.925175	18	
Nantou	2.52	11	120.685306	23.913	18	
Douliu	1.15	13.1	120.544994	23.711853	18	
Lunbei	1.3	3.9	120.348742	23.757547	18	
Xingang	1.62	86.8	120.345531	23.554839	18	
Puzi	1.15	2.7	120.2478	23.46538	18	
Taixi	1.67	12.1	120.1993333	23.702175	18	
Chiayi	2.58	26.3	120.4412515	23.46477865	18	
Xinying	1.88	5.4	120.31725	23.305633	18	
Shanhua	1.47	9.6	120.2974053	23.11337642	18	
Annan	1.6	4.3	120.2175	23.048197	18	
Tainan	2.15	6	120.22085	22.99123	18	
Meinong	1.66	5.5	120.530542	22.883583	18	
Qiaotou	1.59	5.2	120.305689	22.757506	18	
Renwu	1.41	11.1	120.332631	22.689056	18	
Fengshan	1.6	59.1	120.357422	22.628126	18	
Daliao	1.51	4.9	120.425311	22.56413611	18	
Linyuan	1.48	4.7	120.41175	22.4795	18	
Nanzi	1.13	4	120.328289	22.733667	18	
Zuoying	1.12	5.3	120.292917	22.674861	18	
Qianjin	1.32	9.3	120.2867611	22.63390278	18	
Qianzhen	1.54	9.7	120.3083336	22.6044507	18	
Xiaogang	1.67	5.2	120.337736	22.565833	18	
Pingtung	1.75	7.9	120.488033	22.673081	18	
Chaozhou	1.46	7	120.561175	22.523108	18	
Hengchun	2.92	10	120.788928	21.958069	18	
Taitung	1.94	8.2	121.15045	22.755358	18	
Hualien	1.67	10.8	121.599769	23.971306	18	
Yangming	2.42	21.5	121.529583	25.182722	18	
Yilan	2.4	16.3	121.746394	24.747917	18	
Dongshan	1.77	11.1	121.792928	24.632203	18	
Sanchong	1.55	8.1	121.493806	25.072611	18	
Zhongli	2	21.9	121.221667	24.953278	18	
Zhushan	1.22	7.9	120.677306	23.756389	18	
Yonghe	0.96	2.6	121.516306	25.017	18	
Fuxing	0.5	6.5	120.312017	22.608711	18	
Puli	0.95	6.5	120.967903	23.968842	18	
Matsu	0.93	5.5	119.9314938	26.15188416	18	
Kinmen	0.81	8.7	118.312256	24.432133	18	
Magong	0.98	2.2	119.566158	23.569031	18	
Guanshan	1.13	3.1	121.161933	23.045083	18	
Mailiao	1.62	4.1	120.251825	23.753506	18	
FugueiCape	1.55	7.6	121.5365689	25.29681695	18	
Dacheng	1.17	3.9	120.2696417	23.85493056	18	
Keelung	1.1	6.2	121.760056	25.129167	19	August
Xizhi	0.89	4.8	121.64081	25.06624	19	
Wanli	1.3	6	121.689881	25.179667	19	
Xindian	1.02	3.7	121.537778	24.977222	19	
Tucheng	1.81	6.6	121.451861	24.982528	19	
Banqiao	1.24	4.8	121.458667	25.012972	19	
Xinzhuang	0.81	4.7	121.4325	25.037972	19	
Cailiao	1.04	7.1	121.481028	25.06895	19	
Linkou	1.2	10	121.3654898	25.07798949	19	
Tamsui	1.55	7.6	121.449239	25.1645	19	
Shilin	1.21	11.4	121.5166636	25.10334003	19	
Zhongshan	0.83	3.3	121.526528	25.062361	19	
Wanhua	1.56	6.7	121.507972	25.046503	19	
Guting	0.98	5.7	121.529556	25.020608	19	
Songshan	1.05	4.3	121.578611	25.05	19	
Datong	1.9	23.8	121.5134207	25.06331455	19	
Taoyuan	0.88	8.8	121.3050053	24.9947107	19	
Dayuan	1.29	9.4	121.2025147	25.06100357	19	
Guanyin	0.81	4.2	121.0828309	25.03556747	19	
Pingzhen	0.69	8.6	121.203986	24.952786	19	
Longtan	1.29	8.2	121.2164577	24.86400048	19	
Hukou	2.92	24.1	121.0388689	24.90009696	19	
Zhudong	0.82	6.2	121.0889549	24.74091408	19	
Hsinchu	2.14	9.9	120.9723675	24.8056356	19	
Toufen	1.66	6.5	120.8986929	24.69690679	19	
Miaoli	1.29	7.5	120.8201147	24.56499183	19	
Sanyi	1.16	4.8	120.7595675	24.38248443	19	
Fengyuan	1.57	8.6	120.7425241	24.25699731	19	
Shalu	0.78	3.8	120.568794	24.225628	19	
Dali	1.46	5.2	120.6784444	24.09961111	19	
Zhongming	1.35	4.5	120.641092	24.151958	19	
Xitun	2.6	12	120.616917	24.162197	19	
Changhua	1.39	8.7	120.541519	24.066	19	
Xianxi	1.35	4.5	120.469061	24.131672	19	
Erlin	1.68	8	120.409653	23.925175	19	
Nantou	1.62	6.3	120.685306	23.913	19	
Douliu	1.49	15.8	120.544994	23.711853	19	
Lunbei	1.33	4.2	120.348742	23.757547	19	
Xingang	1.75	6.5	120.345531	23.554839	19	
Puzi	1.19	4.1	120.2478	23.46538	19	
Taixi	1.49	8.5	120.1993333	23.702175	19	
Chiayi	2.36	14	120.4412515	23.46477865	19	
Xinying	1.98	4.8	120.31725	23.305633	19	
Shanhua	1.61	7.1	120.2974053	23.11337642	19	
Annan	1.56	4.5	120.2175	23.048197	19	
Tainan	1.83	6.9	120.22085	22.99123	19	
Meinong	1.59	5	120.530542	22.883583	19	
Qiaotou	1.6	12.1	120.305689	22.757506	19	
Renwu	1.27	4.3	120.332631	22.689056	19	
Fengshan	1.66	13	120.357422	22.628126	19	
Daliao	1.41	3.6	120.425311	22.56413611	19	
Linyuan	1.75	6.9	120.41175	22.4795	19	
Nanzi	0.88	4.7	120.328289	22.733667	19	
Zuoying	1.02	6.6	120.292917	22.674861	19	
Qianjin	1.08	6.6	120.2867611	22.63390278	19	
Qianzhen	1.63	14.6	120.3083336	22.6044507	19	
Xiaogang	1.46	4	120.337736	22.565833	19	
Pingtung	1.81	14.6	120.488033	22.673081	19	
Chaozhou	1.37	6.3	120.561175	22.523108	19	
Hengchun	1.62	7.5	120.788928	21.958069	19	
Taitung	1.79	12.8	121.15045	22.755358	19	
Hualien	1.32	9.2	121.599769	23.971306	19	
Yangming	2.45	24.9	121.529583	25.182722	19	
Yilan	3.05	60.5	121.746394	24.747917	19	
Dongshan	1.75	13.9	121.792928	24.632203	19	
