siteengname	SO2 Average 	Maximum	X	Y	Months 	  Month/Year
Shanhua			120.2974053	23.11337642	6	
Annan	1.69	4.5	120.2175	23.048197	6	
Tainan	2	6.8	120.22085	22.99123	6	
Meinong	1.84	5.4	120.530542	22.883583	6	
Qiaotou	1.79	5.3	120.305689	22.757506	6	
Renwu	1.3	4.6	120.332631	22.689056	6	
Fengshan	1.81	12.8	120.357422	22.628126	6	
Daliao	2.24	7.1	120.425311	22.56413611	6	
Linyuan	1.67	6.3	120.41175	22.4795	6	
Nanzi	1.77	6.1	120.328289	22.733667	6	
Zuoying	1.89	4.3	120.292917	22.674861	6	
Qianjin	2.43	7.2	120.2867611	22.63390278	6	
Qianzhen	2.83	18.6	120.3083336	22.6044507	6	
Xiaogang	1.36	4.6	120.337736	22.565833	6	
Pingtung	2.09	14.9	120.488033	22.673081	6	
Chaozhou	2.05	9.25	120.561175	22.523108	6	
Hengchun	1.95	8	120.788928	21.958069	6	
Taitung	2.61	8.1	121.15045	22.755358	6	
Hualien	2.98	15	121.599769	23.971306	6	
Yangming	2.15	28.4	121.529583	25.182722	6	
Yilan	2.59	13.9	121.746394	24.747917	6	
Dongshan	3.62	12.4	121.792928	24.632203	6	
Sanchong	2.36	21	121.493806	25.072611	6	
Zhongli	1.96	9.2	121.221667	24.953278	6	
Zhushan	1.56	6.8	120.677306	23.756389	6	
Yonghe	0.72	2.8	121.516306	25.017	6	
Fuxing	1.72	6.5	120.312017	22.608711	6	
Puli	2.09	5.6	120.967903	23.968842	6	
Matsu	1.61	6.6	119.9314938	26.15188416	6	
Kinmen	1.18	6.7	118.312256	24.432133	6	
Magong	1.09	3.4	119.566158	23.569031	6	
Guanshan	1.11	3.7	121.161933	23.045083	6	
Mailiao	1.98	4.6	120.251825	23.753506	6	
FugueiCape	2.59	13.4	121.5365689	25.29681695	6	
Dacheng	2.12	4.4	120.2696417	23.85493056	6	
Keelung	1.73	8.4	121.760056	25.129167	7	August
Xizhi	1.64	6.9	121.64081	25.06624	7	
Wanli	2.05	9.7	121.689881	25.179667	7	
Xindian	2.33	5.3	121.537778	24.977222	7	
Tucheng	2.6	6.5	121.451861	24.982528	7	
Banqiao	2.04	7.5	121.458667	25.012972	7	
Xinzhuang	1.82	5	121.4325	25.037972	7	
Cailiao	2.06	5.5	121.481028	25.06895	7	
Linkou	2.72	14.8	121.3654898	25.07798949	7	
Tamsui	2.24	8.4	121.449239	25.1645	7	
Shilin	2.03	8.1	121.5166636	25.10334003	7	
Zhongshan	2.24	5.5	121.526528	25.062361	7	
Wanhua	2.7	10.05	121.507972	25.046503	7	
Guting	1.94	7.3	121.529556	25.020608	7	
Songshan	2.04	5.5	121.578611	25.05	7	
Datong	3.38	24.9	121.5134207	25.06331455	7	
Taoyuan	2.41	7.3	121.3050053	24.9947107	7	
Dayuan	2.04	12.6	121.2025147	25.06100357	7	
Guanyin	1.97	5.1	121.0828309	25.03556747	7	
Pingzhen	0.69	4.3	121.203986	24.952786	7	
Longtan	2.76	11.4	121.2164577	24.86400048	7	
Hukou	3.89	48.8	121.0388689	24.90009696	7	
Zhudong	2.44	4.8	121.0889549	24.74091408	7	
Hsinchu	2.61	11.3	120.9723675	24.8056356	7	
Toufen	2.6	27.3	120.8986929	24.69690679	7	
Miaoli	2.53	8	120.8201147	24.56499183	7	
Sanyi	2.08	6.9	120.7595675	24.38248443	7	
Fengyuan	2.13	16.5	120.7425241	24.25699731	7	
Shalu	1.59	8.2	120.568794	24.225628	7	
Dali	1.95	5.9	120.6784444	24.09961111	7	
Zhongming	1.93	7.5	120.641092	24.151958	7	
Xitun	1.92	9	120.616917	24.162197	7	
Changhua	1.61	5.1	120.541519	24.066	7	
Xianxi	2.11	18.1	120.469061	24.131672	7	
Erlin	2.78	10.7	120.409653	23.925175	7	
Nantou	1.88	13.5	120.685306	23.913	7	
Douliu	1.66	16.6	120.544994	23.711853	7	
Lunbei	2	9.7	120.348742	23.757547	7	
Xingang	1.79	4.5	120.345531	23.554839	7	
Puzi	1.79	3.5	120.2478	23.46538	7	
Taixi	2.4	15.9	120.1993333	23.702175	7	
Chiayi	2.73	14.9	120.4412515	23.46477865	7	
Xinying	3.16	10.9	120.31725	23.305633	7	
Shanhua			120.2974053	23.11337642	7	
Annan	2.25	6.2	120.2175	23.048197	7	
Tainan	2.19	10.1	120.22085	22.99123	7	
Meinong	1.79	5.6	120.530542	22.883583	7	
Qiaotou	1.94	10.7	120.305689	22.757506	7	
Renwu	1.34	4.4	120.332631	22.689056	7	
Fengshan	1.68	7.7	120.357422	22.628126	7	
Daliao	2.26	6.9	120.425311	22.56413611	7	
Linyuan	2	17	120.41175	22.4795	7	
Nanzi	1.96	5.7	120.328289	22.733667	7	
Zuoying	2.16	7	120.292917	22.674861	7	
Qianjin	2.05	10.3	120.2867611	22.63390278	7	
Qianzhen	2.86	17	120.3083336	22.6044507	7	
Xiaogang	1.35	6.8	120.337736	22.565833	7	
Pingtung	2.26	15.5	120.488033	22.673081	7	
Chaozhou	1.95	7.35	120.561175	22.523108	7	
Hengchun	2.11	13.1	120.788928	21.958069	7	
Taitung	2.59	12.3	121.15045	22.755358	7	
Hualien	2.83	12.8	121.599769	23.971306	7	
Yangming	2.37	23.8	121.529583	25.182722	7	
Yilan	3.13	25.1	121.746394	24.747917	7	
Dongshan	3.57	12	121.792928	24.632203	7	
Sanchong	2.46	17.3	121.493806	25.072611	7	
Zhongli	2.05	16.4	121.221667	24.953278	7	
Zhushan	1.74	12.4	120.677306	23.756389	7	
Yonghe	0.75	2.6	121.516306	25.017	7	
Fuxing	1.68	10.1	120.312017	22.608711	7	
Puli	2.04	5.3	120.967903	23.968842	7	
Matsu	1.93	5.9	119.9314938	26.15188416	7	
Kinmen	1.17	6.1	118.312256	24.432133	7	
Magong	1.53	3.3	119.566158	23.569031	7	
Guanshan	1.24	4	121.161933	23.045083	7	
Mailiao	1.69	3.7	120.251825	23.753506	7	
FugueiCape	2.74	10.4	121.5365689	25.29681695	7	
Dacheng	2.03	5.1	120.2696417	23.85493056	7	
Keelung	1.85	10.5	121.760056	25.129167	8	September
Xizhi	1.57	5.2	121.64081	25.06624	8	
Wanli	2.12	11.9	121.689881	25.179667	8	
Xindian	2.34	11.9	121.537778	24.977222	8	
Tucheng	2.74	9.4	121.451861	24.982528	8	
Banqiao	2.17	9	121.458667	25.012972	8	
Xinzhuang	1.97	8.6	121.4325	25.037972	8	
Cailiao	2.24	8.5	121.481028	25.06895	8	
Linkou	2.98	9.4	121.3654898	25.07798949	8	
Tamsui	2.21	9.1	121.449239	25.1645	8	
Shilin	2.69	13.7	121.5166636	25.10334003	8	
Zhongshan	2.03	5.5	121.526528	25.062361	8	
Wanhua	3.24	11.96	121.507972	25.046503	8	
Guting	2.37	6.8	121.529556	25.020608	8	
Songshan	2.02	6.4	121.578611	25.05	8	
Datong	3.29	31	121.5134207	25.06331455	8	
Taoyuan	1.95	6.9	121.3050053	24.9947107	8	
Dayuan	2.08	12	121.2025147	25.06100357	8	
Guanyin	1.92	4.9	121.0828309	25.03556747	8	
Pingzhen	0.44	2.8	121.203986	24.952786	8	
Longtan	2.98	9.8	121.2164577	24.86400048	8	
Hukou	4.69	32	121.0388689	24.90009696	8	
Zhudong	2.6	6.4	121.0889549	24.74091408	8	
Hsinchu	3.23	11	120.9723675	24.8056356	8	
Toufen	3.01	12.9	120.8986929	24.69690679	8	
Miaoli	2.79	9.4	120.8201147	24.56499183	8	
Sanyi	1.96	5.2	120.7595675	24.38248443	8	
Fengyuan	2.19	8.3	120.7425241	24.25699731	8	
Shalu	1.58	8.8	120.568794	24.225628	8	
Dali	2.02	5.7	120.6784444	24.09961111	8	
Zhongming	2.27	17.4	120.641092	24.151958	8	
Xitun	1.95	7.1	120.616917	24.162197	8	
Changhua	2.14	5.7	120.541519	24.066	8	
Xianxi	2.33	12.6	120.469061	24.131672	8	
Erlin	3.04	10.1	120.409653	23.925175	8	
Nantou	2.06	12.1	120.685306	23.913	8	
Douliu	1.82	15.6	120.544994	23.711853	8	
Lunbei	1.52	7.8	120.348742	23.757547	8	
Xingang	2.03	8.4	120.345531	23.554839	8	
Puzi	1.94	5.5	120.2478	23.46538	8	
Taixi	3.52	29.3	120.1993333	23.702175	8	
Chiayi	3.04	17.5	120.4412515	23.46477865	8	
Xinying	5.2	13.2	120.31725	23.305633	8	
Shanhua			120.2974053	23.11337642	8	
Annan	2.84	8.5	120.2175	23.048197	8	
Tainan	2.89	13.2	120.22085	22.99123	8	
Meinong	2.77	8	120.530542	22.883583	8	
Qiaotou	2.61	12.7	120.305689	22.757506	8	
Renwu	2.25	17.7	120.332631	22.689056	8	
Fengshan	2.17	18.8	120.357422	22.628126	8	
Daliao	2.81	8.7	120.425311	22.56413611	8	
Linyuan	2.33	6.4	120.41175	22.4795	8	
Nanzi	2.7	7.4	120.328289	22.733667	8	
Zuoying	2.64	6.6	120.292917	22.674861	8	
Qianjin	3.05	10.7	120.2867611	22.63390278	8	
Qianzhen	2.93	12.1	120.3083336	22.6044507	8	
Xiaogang	1.7	4.9	120.337736	22.565833	8	
Pingtung	2.78	8.4	120.488033	22.673081	8	
Chaozhou	2.49	8.8	120.561175	22.523108	8	
Hengchun	2.05	6.5	120.788928	21.958069	8	
Taitung	2.89	9.4	121.15045	22.755358	8	
Hualien	3.22	17.2	121.599769	23.971306	8	
Yangming	2.83	20.6	121.529583	25.182722	8	
Yilan	2.83	16.6	121.746394	24.747917	8	
Dongshan	3.51	11	121.792928	24.632203	8	
Sanchong	2.79	13.4	121.493806	25.072611	8	
Zhongli	2.74	12.7	121.221667	24.953278	8	
Zhushan	2.13	7.5	120.677306	23.756389	8	
Yonghe	0.89	3.2	121.516306	25.017	8	
Fuxing	1.78	10.5	120.312017	22.608711	8	
Puli	2.19	6	120.967903	23.968842	8	
Matsu	1.77	5.8	119.9314938	26.15188416	8	
Kinmen	1.26	3.5	118.312256	24.432133	8	
Magong	2.31	4.3	119.566158	23.569031	8	
Guanshan	1.46	3.7	121.161933	23.045083	8	
Mailiao	1.38	4.1	120.251825	23.753506	8	
FugueiCape	2.73	10.7	121.5365689	25.29681695	8	
Dacheng	2.11	6.2	120.2696417	23.85493056	8	
Keelung	1.35	2.6	121.760056	25.129167	9	Oct
Xizhi	1.1	3.6	121.64081	25.06624	9	
Wanli	1.81	4.2	121.689881	25.179667	9	
Xindian	1.74	5.7	121.537778	24.977222	9	
Tucheng	2.03	5.2	121.451861	24.982528	9	
Banqiao	1.71	3.9	121.458667	25.012972	9	
Xinzhuang	1.56	3.3	121.4325	25.037972	9	
Cailiao	2	4.2	121.481028	25.06895	9	
Linkou	2.19	4.8	121.3654898	25.07798949	9	
Tamsui	1.61	4	121.449239	25.1645	9	
Shilin	1.96	10	121.5166636	25.10334003	9	
Zhongshan	1.88	5.1	121.526528	25.062361	9	
Wanhua	1.46	5.74	121.507972	25.046503	9	
Guting	1.63	3.4	121.529556	25.020608	9	
Songshan	1.7	3.8	121.578611	25.05	9	
Datong	2.19	5.1	121.5134207	25.06331455	9	
Taoyuan	1.94	8.1	121.3050053	24.9947107	9	
Dayuan	1.46	4.9	121.2025147	25.06100357	9	
Guanyin	1.44	3.9	121.0828309	25.03556747	9	
Pingzhen	0.23	3.4	121.203986	24.952786	9	
Longtan	3.54	15	121.2164577	24.86400048	9	
Hukou	3.43	21.6	121.0388689	24.90009696	9	
Zhudong	2.11	4.7	121.0889549	24.74091408	9	
Hsinchu	2.65	8.6	120.9723675	24.8056356	9	
Toufen	2.52	8.5	120.8986929	24.69690679	9	
Miaoli	2.35	10.4	120.8201147	24.56499183	9	
Sanyi		4.3	120.7595675	24.38248443	9	
Fengyuan	1.85	4.5	120.7425241	24.25699731	9	
Shalu		7.8	120.568794	24.225628	9	
Dali	1.97	6.1	120.6784444	24.09961111	9	
Zhongming	2.16	8.8	120.641092	24.151958	9	
Xitun	1.67	4.2	120.616917	24.162197	9	
Changhua	1.42	4.3	120.541519	24.066	9	
Xianxi	2.09	6.3	120.469061	24.131672	9	
Erlin	2.93	8.3	120.409653	23.925175	9	
Nantou	1.89	6.3	120.685306	23.913	9	
Douliu	1.3	6.7	120.544994	23.711853	9	
Lunbei	1.22	5.5	120.348742	23.757547	9	
Xingang	1.86	7.8	120.345531	23.554839	9	
Puzi	1.87	4.9	120.2478	23.46538	9	
Taixi	3.56	21.3	120.1993333	23.702175	9	
Chiayi	2.13	18.1	120.4412515	23.46477865	9	
Xinying	5.24	17.7	120.31725	23.305633	9	
Shanhua			120.2974053	23.11337642	9	
Annan	3.01	7.4	120.2175	23.048197	9	
Tainan	2.68	11.9	120.22085	22.99123	9	
Meinong	2.62	8.2	120.530542	22.883583	9	
Qiaotou	2.67	11.2	120.305689	22.757506	9	
Renwu	2.84	13.7	120.332631	22.689056	9	
Fengshan	1.98	6.8	120.357422	22.628126	9	
Daliao	2.74	8	120.425311	22.56413611	9	
Linyuan	2.32	6.7	120.41175	22.4795	9	
Nanzi	2.64	7.5	120.328289	22.733667	9	
Zuoying	2.67	7.5	120.292917	22.674861	9	
Qianjin	2.74	11.1	120.2867611	22.63390278	9	
Qianzhen	3.1	9.9	120.3083336	22.6044507	9	
Xiaogang	1.78	5.9	120.337736	22.565833	9	
Pingtung	3.01	14.7	120.488033	22.673081	9	
Chaozhou	2.68	6.2	120.561175	22.523108	9	
Hengchun	2.4	9.2	120.788928	21.958069	9	
Taitung	3.17	11.7	121.15045	22.755358	9	
Hualien	3.03	14.3	121.599769	23.971306	9	
Yangming	2.78	31.5	121.529583	25.182722	9	
Yilan	3.08	17.5	121.746394	24.747917	9	
Dongshan	2.99	9.5	121.792928	24.632203	9	
Sanchong	2.81	9.3	121.493806	25.072611	9	
Zhongli	3.08	18.5	121.221667	24.953278	9	
Zhushan	2.43	11.4	120.677306	23.756389	9	
Yonghe	1.06	1.8	121.516306	25.017	9	
Fuxing	2.05	9	120.312017	22.608711	9	
Puli	2.06	7.1	120.967903	23.968842	9	
Matsu	1.56	4.3	119.9314938	26.15188416	9	
Kinmen	1.19	4.1	118.312256	24.432133	9	
Magong	1.2	3.2	119.566158	23.569031	9	
Guanshan	1.1	2.3	121.161933	23.045083	9	
Mailiao	1.47	4	120.251825	23.753506	9	
FugueiCape	2.42	8.4	121.5365689	25.29681695	9	
Dacheng	1.74	6.6	120.2696417	23.85493056	9	
Keelung	1.49	7.4	121.760056	25.129167	10	Nov
Xizhi	1.23	4.6	121.64081	25.06624	10	
Wanli	1.89	8	121.689881	25.179667	10	
Xindian	1.92	5.3	121.537778	24.977222	10	
Tucheng	2.1	7.3	121.451861	24.982528	10	
Banqiao	1.76	5.2	121.458667	25.012972	10	
Xinzhuang	1.73	5.7	121.4325	25.037972	10	
Cailiao	2.19	9.4	121.481028	25.06895	10	
Linkou	2.27	7.3	121.3654898	25.07798949	10	
Tamsui	1.03	9.5	121.449239	25.1645	10	
Shilin	2.2	18.7	121.5166636	25.10334003	10	
Zhongshan	1.78	5.1	121.526528	25.062361	10	
Wanhua	1.78	5.05	121.507972	25.046503	10	
Guting	1.49	7.2	121.529556	25.020608	10	
Songshan	1.67	8.9	121.578611	25.05	10	
Datong	2.26	14.7	121.5134207	25.06331455	10	
Taoyuan	2.06	7.6	121.3050053	24.9947107	10	
Dayuan	1.6	6.2	121.2025147	25.06100357	10	
Guanyin	1.55	5.9	121.0828309	25.03556747	10	
Pingzhen	0.33	2.7	121.203986	24.952786	10	
Longtan	3.94	15.9	121.2164577	24.86400048	10	
Hukou	3.6	54.7	121.0388689	24.90009696	10	
Zhudong	2.14	7.9	121.0889549	24.74091408	10	
Hsinchu	3.05	13.5	120.9723675	24.8056356	10	
Toufen	2.3	8.9	120.8986929	24.69690679	10	
Miaoli	2.31	5.8	120.8201147	24.56499183	10	
Sanyi		45	120.7595675	24.38248443	10	
Fengyuan	1.86	15.6	120.7425241	24.25699731	10	
Shalu	1.57	8.5	120.568794	24.225628	10	
Dali	1.82	4.6	120.6784444	24.09961111	10	
Zhongming	2.01	10.6	120.641092	24.151958	10	
Xitun	1.88	31.6	120.616917	24.162197	10	
Changhua	1.74	6.5	120.541519	24.066	10	
Xianxi	2.1	9.5	120.469061	24.131672	10	
Erlin	2.89	10.3	120.409653	23.925175	10	
Nantou	1.86	11.5	120.685306	23.913	10	
Douliu	1.34	11.3	120.544994	23.711853	10	
Lunbei	1.78	6.7	120.348742	23.757547	10	
Xingang	2.16	6.9	120.345531	23.554839	10	
Puzi	1.86	4.5	120.2478	23.46538	10	
Taixi	2.22	10.4	120.1993333	23.702175	10	
Chiayi	3.07	14.9	120.4412515	23.46477865	10	
Xinying	4.16	11.7	120.31725	23.305633	10	
Shanhua			120.2974053	23.11337642	10	
Annan	2.9	8.4	120.2175	23.048197	10	
Tainan	2.37	13.9	120.22085	22.99123	10	
Meinong	2.37	6.1	120.530542	22.883583	10	
Qiaotou	2.33	8.9	120.305689	22.757506	10	
Renwu	3.01	29.3	120.332631	22.689056	10	
Fengshan	2.11	5.8	120.357422	22.628126	10	
Daliao	2.74	7.8	120.425311	22.56413611	10	
Linyuan	2.21	7.1	120.41175	22.4795	10	
Nanzi	2.63	5.6	120.328289	22.733667	10	
Zuoying	2.72	7.4	120.292917	22.674861	10	
Qianjin	2.47	8.9	120.2867611	22.63390278	10	
Qianzhen	2.84	17.4	120.3083336	22.6044507	10	
Xiaogang	1.56	3.8	120.337736	22.565833	10	
Pingtung	2.91	9.4	120.488033	22.673081	10	
Chaozhou	2.57	6.4	120.561175	22.523108	10	
Hengchun	2.26	4.9	120.788928	21.958069	10	
Taitung	2.85	11.1	121.15045	22.755358	10	
Hualien	2.85	12.4	121.599769	23.971306	10	
Yangming	2.81	21.3	121.529583	25.182722	10	
Yilan	4.05	25	121.746394	24.747917	10	
Dongshan	2.48	6.9	121.792928	24.632203	10	
Sanchong	2.48	11	121.493806	25.072611	10	
Zhongli	3.31	22.4	121.221667	24.953278	10	
Zhushan	2.15	6.9	120.677306	23.756389	10	
Yonghe	0.77	3.4	121.516306	25.017	10	
Fuxing	1.99	11.3	120.312017	22.608711	10	
Puli	1.91	11.9	120.967903	23.968842	10	
Matsu	1.51	12.9	119.9314938	26.15188416	10	
Kinmen	1.04	6.2	118.312256	24.432133	10	
Magong	1.08	2.7	119.566158	23.569031	10	
Guanshan	1.17	2.5	121.161933	23.045083	10	
Mailiao	1.68	5.2	120.251825	23.753506	10	
FugueiCape	2.56	13.1	121.5365689	25.29681695	10	
Dacheng	1.86	5.8	120.2696417	23.85493056	10	
Keelung	1.52	5.2	121.760056	25.129167	11	December
Xizhi	1.15	4	121.64081	25.06624	11	
Wanli	2.02	9	121.689881	25.179667	11	
Xindian	1.52	6.7	121.537778	24.977222	11	
Tucheng	2.37	5.8	121.451861	24.982528	11	
Banqiao	1.82	9.4	121.458667	25.012972	11	
Xinzhuang	1.57	6.3	121.4325	25.037972	11	
Cailiao	2.6	8.7	121.481028	25.06895	11	
Linkou	2.37	6.7	121.3654898	25.07798949	11	
Tamsui		12	121.449239	25.1645	11	
Shilin	1.76	5.9	121.5166636	25.10334003	11	
Zhongshan	1.83	4.4	121.526528	25.062361	11	
Wanhua	2.26	5.77	121.507972	25.046503	11	
Guting	1.77	10.8	121.529556	25.020608	11	
Songshan	1.83	6	121.578611	25.05	11	
Datong	2.07	14.1	121.5134207	25.06331455	11	
Taoyuan	1.87	9.1	121.3050053	24.9947107	11	
Dayuan	1.52	6.8	121.2025147	25.06100357	11	
Guanyin	1.45	5	121.0828309	25.03556747	11	
Pingzhen	0.18	3.4	121.203986	24.952786	11	
Longtan	2.86	8.2	121.2164577	24.86400048	11	
Hukou	2.84	31.3	121.0388689	24.90009696	11	
Zhudong	2.8	9.7	121.0889549	24.74091408	11	
Hsinchu	2.55	7.6	120.9723675	24.8056356	11	
Toufen	2.1	6	120.8986929	24.69690679	11	
Miaoli	2.37	7.6	120.8201147	24.56499183	11	
Sanyi	2.05	11.9	120.7595675	24.38248443	11	
Fengyuan	1.6	3.9	120.7425241	24.25699731	11	
Shalu	1.4	4.5	120.568794	24.225628	11	
Dali	1.69	4.2	120.6784444	24.09961111	11	
Zhongming	2.43	6.3	120.641092	24.151958	11	
Xitun	1.64	8.1	120.616917	24.162197	11	
Changhua	1.48	4.4	120.541519	24.066	11	
Xianxi	1.83	3.8	120.469061	24.131672	11	
Erlin	2.46	7.4	120.409653	23.925175	11	
Nantou	1.52	3	120.685306	23.913	11	
Douliu	1.17	4.5	120.544994	23.711853	11	
Lunbei	2.01	5.6	120.348742	23.757547	11	
Xingang	1.82	4.8	120.345531	23.554839	11	
Puzi	1.43	4.3	120.2478	23.46538	11	
Taixi	1.25	5.4	120.1993333	23.702175	11	
Chiayi	3.33	5.8	120.4412515	23.46477865	11	
Xinying	2.78	9.9	120.31725	23.305633	11	
Shanhua			120.2974053	23.11337642	11	
Annan	2.69	6.9	120.2175	23.048197	11	
Tainan	1.87	6.4	120.22085	22.99123	11	
Meinong	2.06	6.5	120.530542	22.883583	11	
Qiaotou	2.12	6.3	120.305689	22.757506	11	
Renwu	2.73	23.4	120.332631	22.689056	11	
Fengshan	2.12	13.6	120.357422	22.628126	11	
Daliao	2.99	6.4	120.425311	22.56413611	11	
Linyuan	1.85	4.1	120.41175	22.4795	11	
Nanzi	2.26	6.4	120.328289	22.733667	11	
Zuoying	2.42	5.4	120.292917	22.674861	11	
Qianjin	2.73	7.2	120.2867611	22.63390278	11	
Qianzhen	2.72	7.6	120.3083336	22.6044507	11	
Xiaogang	1.73	7.7	120.337736	22.565833	11	
Pingtung	3.5	8.3	120.488033	22.673081	11	
Chaozhou	2.35	5.2	120.561175	22.523108	11	
Hengchun	2.26	5.1	120.788928	21.958069	11	
Taitung	2.88	6.7	121.15045	22.755358	11	
Hualien	2.86	11.9	121.599769	23.971306	11	
Yangming	3.45	22.5	121.529583	25.182722	11	
Yilan	3.86	11.4	121.746394	24.747917	11	
Dongshan	2.35	5.4	121.792928	24.632203	11	
Sanchong	2.33	6.9	121.493806	25.072611	11	
Zhongli	4.28	21.6	121.221667	24.953278	11	
Zhushan	2.36	10.4	120.677306	23.756389	11	
Yonghe	0.76	2.2	121.516306	25.017	11	
Fuxing	2.13	14.3	120.312017	22.608711	11	
Puli	2.15	5.3	120.967903	23.968842	11	
Matsu	1.31	5.3	119.9314938	26.15188416	11	
Kinmen	1.23	4.1	118.312256	24.432133	11	
Magong	0.94	1.9	119.566158	23.569031	11	
Guanshan	1.01	11.6	121.161933	23.045083	11	
Mailiao	1.07	6.4	120.251825	23.753506	11	
FugueiCape	2.63	14.6	121.5365689	25.29681695	11	
Dacheng	2.78	9.1	120.2696417	23.85493056	11	
Keelung	1.54	7.6	121.760056	25.129167	12	Jan-21
Xizhi	1.3	4.3	121.64081	25.06624	12	
Wanli	1.87	10.6	121.689881	25.179667	12	
Xindian	2.03	5.1	121.537778	24.977222	12	
Tucheng	2.37	7.3	121.451861	24.982528	12	
Banqiao	1.87	7.3	121.458667	25.012972	12	
Xinzhuang	1.65	5.9	121.4325	25.037972	12	
Cailiao	2	8.5	121.481028	25.06895	12	
Linkou	2.52	14.4	121.3654898	25.07798949	12	
Tamsui	1.46	8.5	121.449239	25.1645	12	
Shilin	1.49	7.2	121.5166636	25.10334003	12	
Zhongshan	1.86	5.2	121.526528	25.062361	12	
Wanhua	2.45	6.9	121.507972	25.046503	12	
Guting	1.58	9.4	121.529556	25.020608	12	
Songshan	1.68	6.4	121.578611	25.05	12	
Datong	2.3	7.4	121.5134207	25.06331455	12	
Taoyuan	1.68	11.1	121.3050053	24.9947107	12	
Dayuan	1.53	7.2	121.2025147	25.06100357	12	
Guanyin	1.47	5.5	121.0828309	25.03556747	12	
Pingzhen	0.33	6	121.203986	24.952786	12	
Longtan	2.81	17.8	121.2164577	24.86400048	12	
Hukou	3.3	20.1	121.0388689	24.90009696	12	
Zhudong	1.73	6.3	121.0889549	24.74091408	12	
Hsinchu	2.57	11.6	120.9723675	24.8056356	12	
Toufen	2.25	6.5	120.8986929	24.69690679	12	
Miaoli	2.31	6.4	120.8201147	24.56499183	12	
Sanyi	2.22	17	120.7595675	24.38248443	12	
Fengyuan	1.76	5.4	120.7425241	24.25699731	12	
Shalu	1.48	4.9	120.568794	24.225628	12	
Dali	1.72	6.5	120.6784444	24.09961111	12	
Zhongming	2.59	10.6	120.641092	24.151958	12	
Xitun	1.89	8.4	120.616917	24.162197	12	
Changhua	1.77	6	120.541519	24.066	12	
Xianxi	2.18	5.7	120.469061	24.131672	12	
Erlin	2.71	7.9	120.409653	23.925175	12	
Nantou	1.88	5.7	120.685306	23.913	12	
Douliu	1.65	37	120.544994	23.711853	12	
Lunbei	1.83	9.3	120.348742	23.757547	12	
Xingang	2.13	8.5	120.345531	23.554839	12	
Puzi	1.38	3.4	120.2478	23.46538	12	
Taixi	2.19	9.2	120.1993333	23.702175	12	
Chiayi	3.83	13.4	120.4412515	23.46477865	12	
Xinying	3.36	16.6	120.31725	23.305633	12	
Shanhua			120.2974053	23.11337642	12	
Annan	2.66	7.2	120.2175	23.048197	12	
Tainan	2.01	9.3	120.22085	22.99123	12	
Meinong	2.23	6.9	120.530542	22.883583	12	
Qiaotou	2.2	8.3	120.305689	22.757506	12	
Renwu	2.84	25.5	120.332631	22.689056	12	
Fengshan	2.55	29.3	120.357422	22.628126	12	
Daliao	2.7	7.1	120.425311	22.56413611	12	
Linyuan	2.1	9.1	120.41175	22.4795	12	
Nanzi	2.09	6.5	120.328289	22.733667	12	
Zuoying	2.68	8.4	120.292917	22.674861	12	
Qianjin	2.41	7.6	120.2867611	22.63390278	12	
Qianzhen	2.82	8.3	120.3083336	22.6044507	12	
Xiaogang	1.63	8.5	120.337736	22.565833	12	
Pingtung	2.88	17.3	120.488033	22.673081	12	
Chaozhou	2.57	7.1	120.561175	22.523108	12	
Hengchun	2.27	6.8	120.788928	21.958069	12	
Taitung	2.66	8.6	121.15045	22.755358	12	
Hualien	2.8	10.9	121.599769	23.971306	12	
Yangming	3.5	26.1	121.529583	25.182722	12	
Yilan	3.8	18.5	121.746394	24.747917	12	
Dongshan	2.73	8.5	121.792928	24.632203	12	
Sanchong	2.43	8.9	121.493806	25.072611	12	
Zhongli	3.65	17	121.221667	24.953278	12	
Zhushan	1.85	11.4	120.677306	23.756389	12	
Yonghe	1	3.5	121.516306	25.017	12	
Fuxing	2.07	12.4	120.312017	22.608711	12	
Puli	2.49	9.3	120.967903	23.968842	12	
Matsu	1.3	6	119.9314938	26.15188416	12	
Kinmen	1.21	3.4	118.312256	24.432133	12	
Magong	0.99	2.3	119.566158	23.569031	12	
Guanshan	1.19	34.7	121.161933	23.045083	12	
Mailiao	1.57	6	120.251825	23.753506	12	
FugueiCape	2.89	13.1	121.5365689	25.29681695	12	
Dacheng	3.23	10.1	120.2696417	23.85493056	12	
Keelung	1.82	7.6	121.760056	25.129167	13	Feb
Xizhi	1.57	4.7	121.64081	25.06624	13	
Wanli	1.78	7	121.689881	25.179667	13	
Xindian	1.99	4.5	121.537778	24.977222	13	
Tucheng	2.09	5.6	121.451861	24.982528	13	
Banqiao	1.9	6.7	121.458667	25.012972	13	
Xinzhuang	1.52	6.3	121.4325	25.037972	13	
Cailiao	2.16	14.8	121.481028	25.06895	13	
Linkou	2.62	8.9	121.3654898	25.07798949	13	
Tamsui	2.18	24.2	121.449239	25.1645	13	
Shilin	1.89	10.6	121.5166636	25.10334003	13	
Zhongshan	1.86	5.4	121.526528	25.062361	13	
Wanhua	2.4	5.3	121.507972	25.046503	13	
Guting	2.15	8.8	121.529556	25.020608	13	
Songshan	1.69	5	121.578611	25.05	13	
Datong	2.67	32.3	121.5134207	25.06331455	13	
